UsageClass,CheckoutType,MaterialType,CheckoutYear,CheckoutMonth,Checkouts,Title,ISBN,Creator,Subjects,Publisher,PublicationYear
Digital,OverDrive,AUDIOBOOK,2017,10,15,"A Feast for Crows: A Song of Ice and Fire Series, Book 4 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2013
Digital,OverDrive,EBOOK,2017,10,28,"A Feast for Crows: A Song of Ice and Fire Series, Book 4",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2010
Digital,OverDrive,AUDIOBOOK,2017,11,24,"A Storm of Swords: A Song of Ice and Fire Series, Book 3 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2009
Digital,OverDrive,AUDIOBOOK,2017,11,13,"A Feast for Crows: A Song of Ice and Fire Series, Book 4 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2006
Physical,Horizon,BOOK,2017,11,1,"Beyond the wall : exploring George R.R. Martin's A song of ice and fire, from A game of thrones to A dance with Drago / edited by James Lowder ; [foreword by R.A. Salvatore].",,,Martin George R R Criticism and interpretation,"BenBella Books, Inc.,",[2012]
Digital,Freegal,SONG,2017,11,1,Fire And Ice,,Edgar Winter Group,,,
Digital,OverDrive,EBOOK,2017,11,30,"A Dance with Dragons: A Song of Ice and Fire Series, Book 5",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Physical,Horizon,BOOK,2017,11,1,The science of Game of thrones : from the genetics of royal incest to the chemistry of death by molten gold--sifting fact from fantasy in the Seven Kingdoms / Helen Keen.,,"Keen, Helen (Comedian)","Martin George R R Song of ice and fire Miscellanea, Game of thrones Television program Miscellanea, Science Miscellanea, Science in literature","Little, Brown and Company,",2016
Digital,OverDrive,EBOOK,2017,11,26,"A Feast for Crows: A Song of Ice and Fire Series, Book 4",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2010
Digital,OverDrive,AUDIOBOOK,2017,11,18,"A Dance with Dragons: A Song of Ice and Fire Series, Book 5 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction, Science Fiction, Thriller",Books on Tape,2011
Physical,Horizon,BOOK,2017,11,3,"The world of ice & fire : the untold history of Westeros and the Game of Thrones / George R.R. Martin, Elio García, Jr. and Linda Antonsson.",,"Martin, George R. R.","Martin George R R Song of ice and fire, Game of thrones Television program","Bantam,",[2014]
Digital,OverDrive,AUDIOBOOK,2017,11,14,"A Feast for Crows: A Song of Ice and Fire Series, Book 4 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2013
Digital,OverDrive,EBOOK,2017,11,31,"A Storm of Swords: A Song of Ice and Fire Series, Book 3",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2010
Digital,OverDrive,EBOOK,2017,11,86,"A Game of Thrones: A Song of Ice and Fire Series, Book 1",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Digital,OverDrive,AUDIOBOOK,2017,11,50,"A Game of Thrones: A Song of Ice and Fire Series, Book 1 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2008
Digital,OverDrive,AUDIOBOOK,2017,11,31,"A Clash of Kings: A Song of Ice and Fire Series, Book 2 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2008
Digital,OverDrive,EBOOK,2017,11,41,"A Clash of Kings: A Song of Ice and Fire Series, Book 2",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Digital,OverDrive,EBOOK,2017,12,40,"A Dance with Dragons: A Song of Ice and Fire Series, Book 5",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Digital,OverDrive,EBOOK,2017,12,30,"A Storm of Swords: A Song of Ice and Fire Series, Book 3",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2010
Digital,OverDrive,AUDIOBOOK,2017,12,18,"A Storm of Swords: A Song of Ice and Fire Series, Book 3 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2009
Digital,OverDrive,AUDIOBOOK,2017,12,18,"A Dance with Dragons: A Song of Ice and Fire Series, Book 5 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction, Science Fiction, Thriller",Books on Tape,2011
Digital,OverDrive,AUDIOBOOK,2017,12,45,"A Game of Thrones: A Song of Ice and Fire Series, Book 1 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2008
Digital,OverDrive,EBOOK,2017,12,45,"A Clash of Kings: A Song of Ice and Fire Series, Book 2",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Digital,OverDrive,AUDIOBOOK,2017,12,9,"A Feast for Crows: A Song of Ice and Fire Series, Book 4 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2006
Digital,OverDrive,AUDIOBOOK,2017,12,15,"A Feast for Crows: A Song of Ice and Fire Series, Book 4 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2013
Digital,OverDrive,EBOOK,2017,12,31,"A Feast for Crows: A Song of Ice and Fire Series, Book 4",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2010
Physical,Horizon,BOOK,2017,12,2,"The world of ice & fire : the untold history of Westeros and the Game of Thrones / George R.R. Martin, Elio García, Jr. and Linda Antonsson.",,"Martin, George R. R.","Martin George R R Song of ice and fire, Game of thrones Television program","Bantam,",[2014]
Digital,OverDrive,AUDIOBOOK,2017,12,30,"A Clash of Kings: A Song of Ice and Fire Series, Book 2 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2008
Digital,OverDrive,EBOOK,2017,12,107,"A Game of Thrones: A Song of Ice and Fire Series, Book 1",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Physical,Horizon,BOOK,2017,12,3,The science of Game of thrones : from the genetics of royal incest to the chemistry of death by molten gold--sifting fact from fantasy in the Seven Kingdoms / Helen Keen.,,"Keen, Helen (Comedian)","Martin George R R Song of ice and fire Miscellanea, Game of thrones Television program Miscellanea, Science Miscellanea, Science in literature","Little, Brown and Company,",2016
Digital,OverDrive,AUDIOBOOK,2018,1,12,"A Feast for Crows: A Song of Ice and Fire Series, Book 4 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2013
Digital,OverDrive,EBOOK,2018,1,38,"A Dance with Dragons: A Song of Ice and Fire Series, Book 5",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Digital,OverDrive,AUDIOBOOK,2018,1,31,"A Clash of Kings: A Song of Ice and Fire Series, Book 2 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2008
Digital,OverDrive,EBOOK,2018,1,35,"A Clash of Kings: A Song of Ice and Fire Series, Book 2",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Digital,OverDrive,AUDIOBOOK,2018,1,22,"A Dance with Dragons: A Song of Ice and Fire Series, Book 5 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction, Science Fiction, Thriller",Books on Tape,2011
Digital,OverDrive,AUDIOBOOK,2018,1,22,"A Storm of Swords: A Song of Ice and Fire Series, Book 3 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2009
Digital,OverDrive,EBOOK,2018,1,105,"A Game of Thrones: A Song of Ice and Fire Series, Book 1",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Digital,OverDrive,EBOOK,2018,1,29,"A Feast for Crows: A Song of Ice and Fire Series, Book 4",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2010
Digital,OverDrive,EBOOK,2018,1,37,"A Storm of Swords: A Song of Ice and Fire Series, Book 3",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2010
Digital,OverDrive,AUDIOBOOK,2018,1,9,"A Feast for Crows: A Song of Ice and Fire Series, Book 4 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2006
Digital,OverDrive,AUDIOBOOK,2018,1,54,"A Game of Thrones: A Song of Ice and Fire Series, Book 1 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2008
Physical,Horizon,BOOK,2018,1,5,"The world of ice & fire : the untold history of Westeros and the Game of Thrones / George R.R. Martin, Elio García, Jr. and Linda Antonsson.",,"Martin, George R. R.","Martin George R R Song of ice and fire, Game of thrones Television program","Bantam,",[2014]
Physical,Horizon,BOOK,2018,1,3,The science of Game of thrones : from the genetics of royal incest to the chemistry of death by molten gold--sifting fact from fantasy in the Seven Kingdoms / Helen Keen.,,"Keen, Helen (Comedian)","Martin George R R Song of ice and fire Miscellanea, Game of thrones Television program Miscellanea, Science Miscellanea, Science in literature","Little, Brown and Company,",2016
Digital,OverDrive,AUDIOBOOK,2018,2,42,"A Game of Thrones: A Song of Ice and Fire Series, Book 1 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2008
Digital,OverDrive,AUDIOBOOK,2018,2,13,"A Feast for Crows: A Song of Ice and Fire Series, Book 4 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2013
Digital,OverDrive,AUDIOBOOK,2018,2,7,"A Feast for Crows: A Song of Ice and Fire Series, Book 4 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2006
Digital,OverDrive,EBOOK,2018,2,25,"A Storm of Swords: A Song of Ice and Fire Series, Book 3",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2010
Digital,OverDrive,EBOOK,2018,2,21,"A Feast for Crows: A Song of Ice and Fire Series, Book 4",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2010
Digital,OverDrive,AUDIOBOOK,2018,2,20,"A Dance with Dragons: A Song of Ice and Fire Series, Book 5 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction, Science Fiction, Thriller",Books on Tape,2011
Digital,OverDrive,AUDIOBOOK,2018,2,29,"A Clash of Kings: A Song of Ice and Fire Series, Book 2 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2008
Digital,OverDrive,EBOOK,2018,2,1,"Beyond the Wall: Exploring George R. R. Martin's A Song of Ice and Fire, From A Game of Thrones to A Dance with Dragons",,James Lowder,"Fantasy, Fiction",Lightning Source Inc,2012
Digital,OverDrive,EBOOK,2018,2,29,"A Clash of Kings: A Song of Ice and Fire Series, Book 2",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Digital,OverDrive,EBOOK,2018,2,28,"A Dance with Dragons: A Song of Ice and Fire Series, Book 5",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Physical,Horizon,BOOK,2018,2,6,"The world of ice & fire : the untold history of Westeros and the Game of Thrones / George R.R. Martin, Elio García, Jr. and Linda Antonsson.",,"Martin, George R. R.","Martin George R R Song of ice and fire, Game of thrones Television program","Bantam,",[2014]
Digital,OverDrive,AUDIOBOOK,2018,2,21,"A Storm of Swords: A Song of Ice and Fire Series, Book 3 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2009
Digital,OverDrive,EBOOK,2018,2,73,"A Game of Thrones: A Song of Ice and Fire Series, Book 1",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Digital,OverDrive,EBOOK,2018,3,25,"A Storm of Swords: A Song of Ice and Fire Series, Book 3",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2010
Physical,Horizon,BOOK,2018,3,2,The science of Game of thrones : from the genetics of royal incest to the chemistry of death by molten gold--sifting fact from fantasy in the Seven Kingdoms / Helen Keen.,,"Keen, Helen (Comedian)","Martin George R R Song of ice and fire Miscellanea, Game of thrones Television program Miscellanea, Science Miscellanea, Science in literature","Little, Brown and Company,",2016
Digital,OverDrive,AUDIOBOOK,2018,3,13,"A Feast for Crows: A Song of Ice and Fire Series, Book 4 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2013
Digital,OverDrive,EBOOK,2018,3,19,"A Feast for Crows: A Song of Ice and Fire Series, Book 4",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2010
Digital,OverDrive,EBOOK,2018,3,24,"A Dance with Dragons: A Song of Ice and Fire Series, Book 5",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Digital,OverDrive,EBOOK,2018,3,66,"A Game of Thrones: A Song of Ice and Fire Series, Book 1",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Digital,OverDrive,AUDIOBOOK,2018,3,33,"A Clash of Kings: A Song of Ice and Fire Series, Book 2 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2008
Digital,OverDrive,AUDIOBOOK,2018,3,22,"A Dance with Dragons: A Song of Ice and Fire Series, Book 5 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction, Science Fiction, Thriller",Books on Tape,2011
Digital,OverDrive,AUDIOBOOK,2018,3,59,"A Game of Thrones: A Song of Ice and Fire Series, Book 1 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2008
Digital,OverDrive,EBOOK,2018,3,20,"A Clash of Kings: A Song of Ice and Fire Series, Book 2",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Digital,OverDrive,AUDIOBOOK,2018,3,21,"A Storm of Swords: A Song of Ice and Fire Series, Book 3 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2009
Digital,OverDrive,EBOOK,2018,3,1,"Beyond the Wall: Exploring George R. R. Martin's A Song of Ice and Fire, From A Game of Thrones to A Dance with Dragons",,James Lowder,"Fantasy, Fiction",Lightning Source Inc,2012
Physical,Horizon,BOOK,2018,3,1,"The world of ice & fire : the untold history of Westeros and the Game of Thrones / George R.R. Martin, Elio García, Jr. and Linda Antonsson.",,"Martin, George R. R.","Martin George R R Song of ice and fire, Game of thrones Television program","Bantam,",[2014]
Digital,OverDrive,AUDIOBOOK,2018,3,5,"A Feast for Crows: A Song of Ice and Fire Series, Book 4 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2006
Digital,OverDrive,AUDIOBOOK,2018,4,30,"A Clash of Kings: A Song of Ice and Fire Series, Book 2 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2008
Physical,Horizon,BOOK,2018,4,1,The science of Game of thrones : from the genetics of royal incest to the chemistry of death by molten gold--sifting fact from fantasy in the Seven Kingdoms / Helen Keen.,,"Keen, Helen (Comedian)","Martin George R R Song of ice and fire Miscellanea, Game of thrones Television program Miscellanea, Science Miscellanea, Science in literature","Little, Brown and Company,",2016
Digital,OverDrive,EBOOK,2018,4,20,"A Feast for Crows: A Song of Ice and Fire Series, Book 4",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2010
Digital,OverDrive,EBOOK,2018,4,3,"Beyond the Wall: Exploring George R. R. Martin's A Song of Ice and Fire, From A Game of Thrones to A Dance with Dragons",,James Lowder,"Fantasy, Fiction",Lightning Source Inc,2012
Digital,OverDrive,EBOOK,2018,4,30,"A Dance with Dragons: A Song of Ice and Fire Series, Book 5",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Physical,Horizon,BOOK,2018,4,5,"The world of ice & fire : the untold history of Westeros and the Game of Thrones / George R.R. Martin, Elio García, Jr. and Linda Antonsson.",,"Martin, George R. R.","Martin George R R Song of ice and fire, Game of thrones Television program","Bantam,",[2014]
Digital,OverDrive,EBOOK,2018,4,62,"A Game of Thrones: A Song of Ice and Fire Series, Book 1",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Digital,OverDrive,AUDIOBOOK,2018,4,48,"A Game of Thrones: A Song of Ice and Fire Series, Book 1 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2008
Digital,OverDrive,AUDIOBOOK,2018,4,23,"A Storm of Swords: A Song of Ice and Fire Series, Book 3 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2009
Digital,OverDrive,AUDIOBOOK,2018,4,4,"A Feast for Crows: A Song of Ice and Fire Series, Book 4 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2006
Digital,OverDrive,EBOOK,2018,4,17,"A Storm of Swords: A Song of Ice and Fire Series, Book 3",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2010
Digital,OverDrive,AUDIOBOOK,2018,4,20,"A Dance with Dragons: A Song of Ice and Fire Series, Book 5 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction, Science Fiction, Thriller",Books on Tape,2011
Digital,OverDrive,AUDIOBOOK,2018,4,12,"A Feast for Crows: A Song of Ice and Fire Series, Book 4 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2013
Digital,OverDrive,EBOOK,2018,4,30,"A Clash of Kings: A Song of Ice and Fire Series, Book 2",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Digital,OverDrive,AUDIOBOOK,2018,5,19,"A Storm of Swords: A Song of Ice and Fire Series, Book 3 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2009
Digital,OverDrive,AUDIOBOOK,2018,5,13,"A Feast for Crows: A Song of Ice and Fire Series, Book 4 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2013
Digital,OverDrive,AUDIOBOOK,2018,5,57,"A Game of Thrones: A Song of Ice and Fire Series, Book 1 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2008
Digital,OverDrive,EBOOK,2018,5,26,"A Clash of Kings: A Song of Ice and Fire Series, Book 2",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Digital,OverDrive,AUDIOBOOK,2018,5,3,"A Feast for Crows: A Song of Ice and Fire Series, Book 4 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2006
Digital,OverDrive,EBOOK,2018,5,17,"A Feast for Crows: A Song of Ice and Fire Series, Book 4",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2010
Digital,OverDrive,AUDIOBOOK,2018,5,30,"A Clash of Kings: A Song of Ice and Fire Series, Book 2 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2008
Digital,OverDrive,EBOOK,2018,5,67,"A Game of Thrones: A Song of Ice and Fire Series, Book 1",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Digital,OverDrive,EBOOK,2018,5,24,"A Dance with Dragons: A Song of Ice and Fire Series, Book 5",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Digital,OverDrive,AUDIOBOOK,2018,5,21,"A Dance with Dragons: A Song of Ice and Fire Series, Book 5 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction, Science Fiction, Thriller",Books on Tape,2011
Physical,Horizon,BOOK,2018,5,3,"The world of ice & fire : the untold history of Westeros and the Game of Thrones / George R.R. Martin, Elio García, Jr. and Linda Antonsson.",,"Martin, George R. R.","Martin George R R Song of ice and fire, Game of thrones Television program","Bantam,",[2014]
Digital,OverDrive,EBOOK,2018,5,17,"A Storm of Swords: A Song of Ice and Fire Series, Book 3",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2010
Digital,OverDrive,AUDIOBOOK,2018,6,50,"A Game of Thrones: A Song of Ice and Fire Series, Book 1 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2008
Digital,OverDrive,AUDIOBOOK,2018,6,31,"A Clash of Kings: A Song of Ice and Fire Series, Book 2 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2008
Digital,OverDrive,AUDIOBOOK,2018,6,19,"A Storm of Swords: A Song of Ice and Fire Series, Book 3 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2009
Digital,OverDrive,AUDIOBOOK,2018,6,17,"A Dance with Dragons: A Song of Ice and Fire Series, Book 5 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction, Science Fiction, Thriller",Books on Tape,2011
Digital,OverDrive,EBOOK,2018,6,14,"A Feast for Crows: A Song of Ice and Fire Series, Book 4",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2010
Digital,OverDrive,EBOOK,2018,6,30,"A Dance with Dragons: A Song of Ice and Fire Series, Book 5",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Digital,OverDrive,EBOOK,2018,6,28,"A Clash of Kings: A Song of Ice and Fire Series, Book 2",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Digital,OverDrive,EBOOK,2018,6,62,"A Game of Thrones: A Song of Ice and Fire Series, Book 1",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Digital,OverDrive,EBOOK,2018,6,29,"A Storm of Swords: A Song of Ice and Fire Series, Book 3",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2010
Digital,OverDrive,AUDIOBOOK,2018,6,16,"A Feast for Crows: A Song of Ice and Fire Series, Book 4 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2013
Digital,OverDrive,EBOOK,2018,6,1,"Beyond the Wall: Exploring George R. R. Martin's A Song of Ice and Fire, From A Game of Thrones to A Dance with Dragons",,James Lowder,"Fantasy, Fiction",Lightning Source Inc,2012
Digital,OverDrive,AUDIOBOOK,2018,6,9,"A Feast for Crows: A Song of Ice and Fire Series, Book 4 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2006
Physical,Horizon,BOOK,2018,6,3,"The world of ice & fire : the untold history of Westeros and the Game of Thrones / George R.R. Martin, Elio García, Jr. and Linda Antonsson.",,"Martin, George R. R.","Martin George R R Song of ice and fire, Game of thrones Television program","Bantam,",[2014]
Digital,OverDrive,EBOOK,2018,7,30,"A Storm of Swords: A Song of Ice and Fire Series, Book 3",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2010
Digital,OverDrive,EBOOK,2018,7,80,"A Game of Thrones: A Song of Ice and Fire Series, Book 1",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Digital,OverDrive,AUDIOBOOK,2018,7,25,"A Storm of Swords: A Song of Ice and Fire Series, Book 3 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2009
Digital,OverDrive,AUDIOBOOK,2018,7,26,"A Clash of Kings: A Song of Ice and Fire Series, Book 2 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2008
Physical,Horizon,BOOK,2018,7,4,"The world of ice & fire : the untold history of Westeros and the Game of Thrones / George R.R. Martin, Elio García, Jr. and Linda Antonsson.",,"Martin, George R. R.","Martin George R R Song of ice and fire, Game of thrones Television program","Bantam,",[2014]
Digital,OverDrive,EBOOK,2018,7,34,"A Dance with Dragons: A Song of Ice and Fire Series, Book 5",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Digital,OverDrive,AUDIOBOOK,2018,7,15,"A Feast for Crows: A Song of Ice and Fire Series, Book 4 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2013
Digital,OverDrive,EBOOK,2018,7,34,"A Feast for Crows: A Song of Ice and Fire Series, Book 4",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2010
Digital,OverDrive,AUDIOBOOK,2018,7,22,"A Dance with Dragons: A Song of Ice and Fire Series, Book 5 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction, Science Fiction, Thriller",Books on Tape,2011
Digital,OverDrive,EBOOK,2018,7,1,"Beyond the Wall: Exploring George R. R. Martin's A Song of Ice and Fire, From A Game of Thrones to A Dance with Dragons",,James Lowder,"Fantasy, Fiction",Lightning Source Inc,2012
Digital,OverDrive,AUDIOBOOK,2018,7,60,"A Game of Thrones: A Song of Ice and Fire Series, Book 1 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2008
Digital,OverDrive,AUDIOBOOK,2018,7,9,"A Feast for Crows: A Song of Ice and Fire Series, Book 4 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2006
Digital,OverDrive,EBOOK,2018,7,38,"A Clash of Kings: A Song of Ice and Fire Series, Book 2",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Digital,OverDrive,EBOOK,2018,8,20,"A Feast for Crows: A Song of Ice and Fire Series, Book 4",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2010
Digital,OverDrive,AUDIOBOOK,2018,8,31,"A Clash of Kings: A Song of Ice and Fire Series, Book 2 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2008
Digital,OverDrive,EBOOK,2018,8,30,"A Clash of Kings: A Song of Ice and Fire Series, Book 2",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Digital,OverDrive,AUDIOBOOK,2018,8,50,"A Game of Thrones: A Song of Ice and Fire Series, Book 1 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2008
Digital,OverDrive,AUDIOBOOK,2018,8,21,"A Dance with Dragons: A Song of Ice and Fire Series, Book 5 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction, Science Fiction, Thriller",Books on Tape,2011
Digital,OverDrive,EBOOK,2018,8,98,"A Game of Thrones: A Song of Ice and Fire Series, Book 1",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Digital,OverDrive,EBOOK,2018,8,33,"A Storm of Swords: A Song of Ice and Fire Series, Book 3",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2010
Digital,OverDrive,AUDIOBOOK,2018,8,19,"A Storm of Swords: A Song of Ice and Fire Series, Book 3 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2009
Digital,OverDrive,AUDIOBOOK,2018,8,14,"A Feast for Crows: A Song of Ice and Fire Series, Book 4 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2013
Digital,OverDrive,EBOOK,2018,8,1,"Beyond the Wall: Exploring George R. R. Martin's A Song of Ice and Fire, From A Game of Thrones to A Dance with Dragons",,James Lowder,"Fantasy, Fiction",Lightning Source Inc,2012
Physical,Horizon,BOOK,2018,8,2,"The world of ice & fire : the untold history of Westeros and the Game of Thrones / George R.R. Martin, Elio García, Jr. and Linda Antonsson.",,"Martin, George R. R.","Martin George R R Song of ice and fire, Game of thrones Television program","Bantam,",[2014]
Digital,OverDrive,EBOOK,2018,8,29,"A Dance with Dragons: A Song of Ice and Fire Series, Book 5",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Physical,Horizon,BOOK,2018,8,2,The science of Game of thrones : from the genetics of royal incest to the chemistry of death by molten gold--sifting fact from fantasy in the Seven Kingdoms / Helen Keen.,,"Keen, Helen (Comedian)","Martin George R R Song of ice and fire Miscellanea, Game of thrones Television program Miscellanea, Science Miscellanea, Science in literature","Little, Brown and Company,",2016
Digital,OverDrive,AUDIOBOOK,2018,8,14,"A Feast for Crows: A Song of Ice and Fire Series, Book 4 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2006
